;Heure;date_heure;weekday;date;vacances_zone_a;vacances_zone_b;vacances_zone_c;nom_vacances;Vac_Ete;Vac_Hiver;Vac_Ascension;Vac_Printemps;Vac_Toussaint;Vac_Noel;est_jour_ferie;nom_jour_ferie;num_sem;Mois;Année;Lundi;Mardi;Mercredi;Jeudi;Vendredi;Samedi;Dimanche;veille_jour_ferie;lendemain_jour_ferie;trafic_passager_heure;nb_transaction_carte_abo_heure;nb_transaction_voyages_heure;nb_appels_entrants_cor
9970;10;2019-02-20 10:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;1.058031127366793;1.9182577513980814;1.0719637218479976
9971;11;2019-02-20 11:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.6860820772596361;1.3098893109658336;0.6429152978814218
9972;12;2019-02-20 12:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.49814992562654625;1.0025031515895402;0.4261329362983098
9973;13;2019-02-20 13:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.4002685966509787;0.8424061935810542;0.3132254563071056
9974;14;2019-02-20 14:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.5960312546021139;1.1626001095980263;0.5390404162895139
9975;15;2019-02-20 15:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.5764549888070004;1.1305807179963292;0.5164589202912732
9976;16;2019-02-20 16:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.580370241966023;1.1369845963166687;0.5209752194909213
9977;17;2019-02-20 17:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.4589973940363193;0.9384643683861458;0.3809699443018281
9978;18;2019-02-20 18:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.4080991029690241;0.8552139502217331;0.32225805470640195
9979;19;2019-02-20 19:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;0.01657378706675372;0.2148261181877883;-0.12937186525841476
9980;20;2019-02-20 20:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;-0.23008716195167656;-0.1886182159935969;-0.4138987148362493
9981;21;2019-02-20 21:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;-0.3044769719731079;-0.3102919040800464;-0.4997083996295644
9982;22;2019-02-20 22:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
9983;23;2019-02-20 23:00:00;Wednesday;2019-02-20;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;1;0;0;0;0;False;False;-0.554455478604161;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
9984;0;2019-02-21 00:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
9985;1;2019-02-21 01:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
9986;2;2019-02-21 02:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
9987;3;2019-02-21 03:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
9988;4;2019-02-21 04:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
9989;5;2019-02-21 05:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
9990;6;2019-02-21 06:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7044322504031211;-0.9646389686327187;-0.9603709179936775
9991;7;2019-02-21 07:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.4224212961775469;-0.5100440188901393;-0.6080995804211204
9992;8;2019-02-21 08:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.15606271249029746;0.42245844212027994;0.11450829152258625
9993;9;2019-02-21 09:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.597156769099529;1.1334915686407248;0.6654967938796627
9994;10;2019-02-21 10:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.7996261721332746;1.4598674299943715;0.91840954905996
9995;11;2019-02-21 11:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.7526243464290121;1.384101605037275;0.8596976594645338
9996;12;2019-02-21 12:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.4453047168242198;0.8887096726254895;0.47581222749443963
9997;13;2019-02-21 13:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.34407001530734704;0.7255217419486661;0.3493558499042909
9998;14;2019-02-21 14:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.6875448954538795;1.2791950781736026;0.7784042738708667
9999;15;2019-02-21 15:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.6152343943703991;1.1626322705473005;0.6880782898779034
10000;16;2019-02-21 16:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.5067686427451782;0.9877880591078467;0.5525893138884584
10001;17;2019-02-21 17:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.5320773181243965;1.0285850417770523;0.5842034082859956
10002;18;2019-02-21 18:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.3802252658490872;0.7838031457618174;0.3945188419007726
10003;19;2019-02-21 19:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;0.15967823754447155;0.42828658250159507;0.11902459072223442
10004;20;2019-02-21 20:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.15848796722284283;-0.08458977105413557;-0.27840973884680426
10005;21;2019-02-21 21:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.28864686917310783;-0.2944028247814799;-0.44099651003413826
10006;22;2019-02-21 22:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10007;23;2019-02-21 23:00:00;Thursday;2019-02-21;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;1;0;0;0;False;False;-0.4051879837772359;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10008;0;2019-02-22 00:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10009;1;2019-02-22 01:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10010;2;2019-02-22 02:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10011;3;2019-02-22 03:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10012;4;2019-02-22 04:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10013;5;2019-02-22 05:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10014;6;2019-02-22 06:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7074455961784026;-0.9702266159806809;-0.9648872171933256
10015;7;2019-02-22 07:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.23084500654190174;-0.2844710401231946;-0.45454540763308277
10016;8;2019-02-22 08:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.2120139484300682;0.3527354684169477;0.019666008329974748
10017;9;2019-02-22 09:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.7729686247278967;1.1598637125677944;0.620333801883181
10018;10;2019-02-22 10:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;1.0175954760457468;1.5118444506185398;0.8822791554627746
10019;11;2019-02-22 11:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;1.0133777717126804;1.5057758172038718;0.8777628562631264
10020;12;2019-02-22 12:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.4861647300793829;0.747196640370369;0.3132254563071056
10021;13;2019-02-22 13:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.5156886604108475;0.7896770742730452;0.3448395507046428
10022;14;2019-02-22 14:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.7350092857302992;1.1052460118357823;0.5796871090863475
10023;15;2019-02-22 15:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.6928322423996355;1.044559677689102;0.5345241170898658
10024;16;2019-02-22 16:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.6548729034020381;0.9899419769570899;0.4938774242930323
10025;17;2019-02-22 17:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.5578657037415113;0.8503634084197252;0.39000254270112444
10026;18;2019-02-22 18:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.43133457374952;0.6683044059796849;0.2545135667116794
10027;19;2019-02-22 19:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;0.08548281843807672;0.17067646597690708;-0.11582296765947026
10028;20;2019-02-22 20:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.12540239821524227;-0.13275520475649405;-0.3416379276418786
10029;21;2019-02-22 21:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.2898928672048311;-0.3694319079285468;-0.5177735964281571
10030;22;2019-02-22 22:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10031;23;2019-02-22 23:00:00;Friday;2019-02-22;1;1;0;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;1;0;0;False;False;-0.5534224855603761;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10032;0;2019-02-23 00:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10033;1;2019-02-23 01:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10034;2;2019-02-23 02:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10035;3;2019-02-23 03:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10036;4;2019-02-23 04:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10037;5;2019-02-23 05:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10038;6;2019-02-23 06:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10039;7;2019-02-23 07:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.5153811003434047;-0.6275820396970302;-0.5855180844228797
10040;8;2019-02-23 08:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.3837565661130555;-0.393739063781687;-0.3280890300429341
10041;9;2019-02-23 09:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.09972467645809165;0.1108694631935273;0.22741577151379042
10042;10;2019-02-23 10:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;0.12888635667883047;0.5170177897833339;0.6745293922789589
10043;11;2019-02-23 11:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.10434308116792844;0.10266444649474328;0.2183831731144941
10044;12;2019-02-23 12:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.18978356829990944;-0.04912836243276012;0.05128010272751191
10045;13;2019-02-23 13:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.22673080597860396;-0.11476849602303188;-0.020980684466858756
10046;14;2019-02-23 14:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.15052712826629655;0.020614279506903553;0.12805718912153075
10047;15;2019-02-23 15:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.17130994946056216;-0.01630829563762419;0.08741049632469725
10048;16;2019-02-23 16:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.21980319891384872;-0.10246097097485593;-0.007431786867914254
10049;17;2019-02-23 17:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.1690007471056438;-0.012205787288232175;0.09192679552434542
10050;18;2019-02-23 18:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.14590872355645976;0.028819296205687586;0.1370897875208271
10051;19;2019-02-23 19:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.3768289590483003;-0.38143153873351104;-0.3145401324439896
10052;20;2019-02-23 20:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.4230130061466684;-0.4634817057213507;-0.4048661164369529
10053;21;2019-02-23 21:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.5315455168278335;-0.656299598142774;-0.6171321788204168
10054;22;2019-02-23 22:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10055;23;2019-02-23 23:00:00;Saturday;2019-02-23;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;1;0;False;False;-1.0735344831060978;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10056;0;2019-02-24 00:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10057;1;2019-02-24 01:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10058;2;2019-02-24 02:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10059;3;2019-02-24 03:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10060;4;2019-02-24 04:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10061;5;2019-02-24 05:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10062;6;2019-02-24 06:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7085881920597574;-0.9703110127035012;-0.9648872171933256
10063;7;2019-02-24 07:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.5456074441190367;-0.6531464680355652;-0.7255233596119728
10064;8;2019-02-24 08:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.35495072011291073;-0.28212379314099845;-0.44551280923378644
10065;9;2019-02-24 09:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.0689656341037217;0.2744102192008514;-0.02549698366650692
10066;10;2019-02-24 10:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.03821454958660464;0.33425258611933;0.019666008329974748
10067;11;2019-02-24 11:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.04128965803831632;0.3282683494274822;0.01514970913032658
10068;12;2019-02-24 12:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.06281541720029833;0.28637869258454723;-0.01646438526721059
10069;13;2019-02-24 13:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.161218887655073;0.09488311844541596;-0.16098595965595192
10070;14;2019-02-24 14:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.2227210566893072;-0.024801615391541056;-0.2513119436489153
10071;15;2019-02-24 15:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.15506867075164957;0.1068515918291118;-0.1519533612566556
10072;16;2019-02-24 16:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.17659442991363156;0.06496193498617686;-0.18356745565419277
10073;17;2019-02-24 17:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.17966953836534325;0.058977698294328834;-0.18808375485384093
10074;18;2019-02-24 18:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.044364766490028004;0.32228411273563434;0.010633409930678414
10075;19;2019-02-24 19:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.3272747440475054;-0.22826566291436787;-0.4048661164369529
10076;20;2019-02-24 20:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.3795515877266044;-0.32999768667578133;-0.4816432028309718
10077;21;2019-02-24 21:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.46872973282624397;-0.5035405507393689;-0.6126158796207686
10078;22;2019-02-24 22:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
10079;23;2019-02-24 23:00:00;Sunday;2019-02-24;1;1;1;Vacances d'hiver;0;1;0;0;0;0;False;;8;2;2019;0;0;0;0;0;0;1;False;False;-1.4092572223362059;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
